ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
24553,150000.0,1,2,1,34,0,0,2,2,2,2,136717.0,133030.0,141193.0,12300.0,0.0,11300.0,0.0,10500.0,5200.0
10629,260000.0,2,1,1,52,2,2,2,2,-1,-1,150.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0
2711,320000.0,2,2,2,36,0,0,0,0,0,0,188527.0,145676.0,135254.0,10043.0,15005.0,21640.0,5004.0,11628.0,20020.0
16324,420000.0,2,1,1,47,1,-1,-1,0,0,0,50081.0,44875.0,42691.0,14165.0,55732.0,1563.0,1594.0,1454.0,1535.0
15785,50000.0,2,1,2,23,2,2,0,0,2,2,46473.0,45099.0,45116.0,0.0,2120.0,2810.0,1000.0,2083.0,1500.0
574,160000.0,2,2,2,60,-2,-1,-1,0,-1,-1,489.0,3177.0,1009.0,5156.0,1089.0,0.0,3177.0,1009.0,0.0
12884,150000.0,1,3,2,27,-1,-1,2,0,0,0,48153.0,49288.0,36872.0,5000.0,422.0,2000.0,2041.0,2039.0,751.0
22880,80000.0,2,5,2,30,-1,-1,-1,0,0,0,30472.0,36317.0,21671.0,16709.0,29469.0,5000.0,10000.0,2000.0,3000.0
11645,80000.0,1,2,1,40,0,0,0,0,0,0,30605.0,25189.0,19766.0,1618.0,1533.0,1038.0,852.0,765.0,627.0
12444,320000.0,1,2,1,34,0,0,0,0,0,0,24385.0,8559.0,3207.0,15031.0,8081.0,5072.0,6591.0,1223.0,0.0
29862,650000.0,1,1,1,44,-2,-2,-2,-2,-2,-2,7139.0,1034.0,2127.0,5115.0,5180.0,7201.0,1035.0,2139.0,3463.0
26938,200000.0,1,2,1,35,-1,-1,-1,-1,-1,0,3920.0,4452.0,685.0,3747.0,0.0,3939.0,4470.0,3.0,1064.0
2483,200000.0,2,1,2,34,1,-2,-2,-1,2,2,347.0,197.0,2917.0,0.0,0.0,347.0,0.0,2720.0,0.0
29501,10000.0,1,2,1,42,2,2,3,2,2,2,8928.0,9586.0,9294.0,4505.0,0.0,334.0,801.0,0.0,1487.0
24446,140000.0,1,1,3,41,0,0,0,0,0,0,136679.0,130812.0,67349.0,4756.0,4912.0,3781.0,2500.0,3000.0,2700.0
19384,90000.0,2,2,1,47,1,2,2,2,0,0,10816.0,11333.0,11997.0,0.0,4000.0,1000.0,1000.0,1000.0,1000.0
18704,30000.0,2,1,2,27,0,0,2,2,2,2,13843.0,15611.0,15221.0,2500.0,2000.0,0.0,2000.0,0.0,1000.0
11509,330000.0,2,2,2,33,1,-2,-2,-1,0,0,95131.0,46017.0,46470.0,0.0,0.0,102680.0,1728.0,1695.0,2000.0
3118,110000.0,2,1,2,27,0,0,0,0,0,0,111936.0,112030.0,111975.0,4251.0,4218.0,4167.0,4238.0,4181.0,4246.0
23163,280000.0,2,1,1,32,0,0,0,0,0,0,116689.0,117757.0,118432.0,6000.0,6000.0,5000.0,5000.0,4012.0,4779.0
14102,110000.0,2,2,1,29,0,0,0,0,2,0,108887.0,107145.0,102075.0,5500.0,5224.0,7641.0,0.0,3785.0,3668.0
11066,20000.0,1,2,2,34,0,0,0,0,-1,0,10790.0,780.0,780.0,1488.0,1220.0,608.0,780.0,0.0,0.0
13251,180000.0,1,1,2,28,0,-1,2,0,0,0,904.0,2514.0,4054.0,2834.0,0.0,900.0,2000.0,4000.0,2000.0
27564,130000.0,1,2,2,56,0,0,0,0,0,0,116357.0,96936.0,98173.0,4000.0,5000.0,8000.0,4000.0,4000.0,5000.0
12814,120000.0,1,2,1,58,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0
7962,20000.0,1,2,2,25,4,5,4,3,2,0,18248.0,17816.0,18021.0,0.0,0.0,0.0,0.0,636.0,1200.0
4931,80000.0,1,2,2,28,0,0,0,0,0,0,77435.0,79187.0,79696.0,3400.0,3400.0,2900.0,3045.0,6000.0,0.0
20750,20000.0,1,2,1,40,0,0,0,0,0,0,17930.0,18267.0,18604.0,3000.0,1800.0,2000.0,1000.0,1000.0,1000.0
612,360000.0,2,1,2,29,0,0,-2,-2,-2,-1,0.0,0.0,2650.0,0.0,0.0,0.0,0.0,2650.0,0.0
329,340000.0,1,2,1,55,-2,-1,-1,-2,-2,-2,2190.0,24599.0,7416.0,44665.0,8321.0,2190.0,24599.0,7416.0,77195.0
22169,50000.0,2,2,2,28,2,2,2,0,0,0,37812.0,15617.0,9625.0,3880.0,10.0,8656.0,1044.0,349.0,414.0
29859,30000.0,1,3,1,41,0,0,0,0,0,2,23746.0,25346.0,24801.0,2000.0,1510.0,3000.0,2000.0,0.0,3000.0
10271,50000.0,1,2,2,46,2,2,0,0,0,0,18759.0,19161.0,19516.0,10.0,2000.0,655.0,688.0,666.0,649.0
4908,40000.0,2,2,1,43,-1,-1,-1,-1,-1,-1,960.0,1383.0,960.0,960.0,960.0,960.0,1383.0,960.0,960.0
4942,50000.0,2,2,2,31,0,0,0,0,0,0,20294.0,20145.0,20175.0,1600.0,1600.0,1000.0,900.0,1000.0,1000.0
24015,50000.0,1,2,2,24,0,0,0,0,0,0,15460.0,15804.0,16549.0,1300.0,1300.0,1300.0,600.0,1000.0,602.0
4532,120000.0,2,2,2,25,0,0,0,0,-1,-1,380.0,441.0,425.0,1290.0,1261.0,300.0,441.0,425.0,989.0
10158,440000.0,1,1,2,35,0,0,0,0,0,0,352705.0,359770.0,351535.0,15100.0,16076.0,12445.0,13183.0,12874.0,12146.0
11632,50000.0,1,3,1,58,0,0,0,0,0,0,19055.0,19462.0,19343.0,3088.0,1500.0,651.0,682.0,680.0,595.0
5833,300000.0,1,1,1,45,0,0,0,0,0,0,189912.0,145909.0,127078.0,6835.0,7542.0,7930.0,6534.0,6153.0,2815.0
26773,360000.0,1,2,2,30,0,0,0,-1,-1,-1,18.0,18.0,18.0,7100.0,0.0,18.0,0.0,0.0,2034.0
7026,90000.0,1,2,3,40,0,0,0,0,-1,-1,8773.0,3786.0,390.0,1965.0,5064.0,5007.0,3788.0,390.0,390.0
17143,80000.0,2,2,1,26,0,0,2,4,3,2,38640.0,37721.0,39965.0,2820.0,6000.0,0.0,0.0,3000.0,0.0
22429,190000.0,2,2,2,35,0,0,0,0,0,0,65845.0,67347.0,70096.0,3054.0,3529.0,3000.0,2600.0,4000.0,3000.0
15500,50000.0,1,2,2,33,1,2,0,0,0,0,48173.0,21134.0,20403.0,0.0,3518.0,3000.0,2352.0,2000.0,2000.0
10047,130000.0,1,2,2,31,0,0,0,0,0,0,8884.0,9737.0,11404.0,1500.0,1500.0,1000.0,1000.0,2000.0,2000.0
24382,160000.0,1,1,2,33,2,2,2,2,2,2,107485.0,108326.0,110635.0,5000.0,6000.0,4000.0,4100.0,4200.0,4200.0
27459,100000.0,1,3,1,50,2,3,2,2,3,2,72209.0,70451.0,72179.0,0.0,4000.0,7000.0,0.0,3000.0,3000.0
19693,50000.0,2,3,1,37,-1,2,0,0,0,0,5438.0,6193.0,6939.0,0.0,2000.0,1500.0,1000.0,1000.0,1000.0
23351,150000.0,2,3,1,41,0,0,0,0,0,0,94373.0,96245.0,98263.0,3241.0,3358.0,3427.0,3443.0,3567.0,3585.0
16895,140000.0,1,1,2,32,0,0,0,0,2,0,73225.0,56999.0,61050.0,5890.0,9395.0,15000.0,0.0,5000.0,7086.0
8126,300000.0,2,2,1,50,0,0,0,0,0,0,8426.0,11291.0,14449.0,1350.0,2008.0,301.0,3000.0,5000.0,5000.0
17214,50000.0,2,2,1,24,1,2,0,0,2,2,20490.0,19990.0,0.0,0.0,4200.0,4700.0,0.0,0.0,3390.0
2037,250000.0,2,1,2,32,0,0,0,0,0,0,34055.0,34321.0,23166.0,5000.0,3000.0,2500.0,1000.0,3050.0,4000.0
7722,360000.0,2,1,1,33,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15539,230000.0,1,2,2,31,0,0,0,0,0,0,117144.0,117429.0,117560.0,9000.0,10000.0,6000.0,3405.0,3000.0,1286.0
6927,60000.0,2,2,2,24,2,2,2,0,0,2,62369.0,64603.0,66584.0,5706.0,0.0,2250.0,5000.0,4800.0,0.0
10022,350000.0,2,3,1,32,-1,-1,-1,-1,-1,-1,3047.0,-4.0,920.0,30516.0,91041.0,3062.0,0.0,924.0,5124.0
17523,120000.0,2,3,1,44,0,0,0,0,0,0,19065.0,18617.0,21381.0,2000.0,2000.0,2000.0,1000.0,3000.0,2000.0
9832,80000.0,2,2,1,26,0,0,0,0,0,0,50312.0,49878.0,50101.0,3000.0,2200.0,1730.0,1800.0,2500.0,3000.0
16784,50000.0,1,2,2,43,0,0,0,0,0,0,45793.0,46555.0,38816.0,3000.0,4414.0,1500.0,1042.0,2000.0,0.0
9336,470000.0,1,1,2,30,0,0,0,0,0,0,241089.0,223366.0,207733.0,15128.0,12235.0,10123.0,10019.0,10102.0,10000.0
19762,100000.0,2,2,1,34,-1,2,2,-1,-1,-1,7286.0,123.0,123.0,123.0,0.0,7286.0,123.0,123.0,123.0
19345,20000.0,2,3,1,48,2,2,2,2,2,2,16062.0,15509.0,16558.0,1500.0,1595.0,750.0,0.0,1452.0,0.0
16900,190000.0,1,3,1,34,0,0,0,0,0,0,186472.0,190262.0,193403.0,6781.0,7071.0,6744.0,6866.0,7203.0,7182.0
29939,30000.0,1,2,2,38,2,2,2,2,0,0,21471.0,21598.0,23241.0,1700.0,1700.0,0.0,782.0,2000.0,1100.0
15327,130000.0,2,3,3,43,-1,0,-1,-1,0,-1,1552.0,776.0,776.0,70000.0,792.0,1552.0,0.0,776.0,3676.0
7378,20000.0,1,1,2,24,2,2,0,0,2,2,19525.0,19084.0,19601.0,0.0,1300.0,1500.0,0.0,1600.0,0.0
4181,80000.0,2,3,1,50,0,0,0,0,0,0,14493.0,20328.0,23506.0,3000.0,3000.0,3000.0,8000.0,3506.0,3000.0
5551,90000.0,1,3,1,53,0,0,0,0,0,0,56087.0,27055.0,22320.0,3763.0,5150.0,1100.0,977.0,1202.0,3495.0
5089,280000.0,2,2,2,28,-2,-2,-2,-2,-2,-2,247.0,0.0,1896.0,4125.0,1201.0,249.0,0.0,1896.0,548.0
3551,100000.0,1,2,1,31,3,2,-1,0,0,-1,2000.0,1000.0,1150.0,0.0,3000.0,0.0,0.0,1150.0,0.0
5824,50000.0,2,2,2,43,-1,0,0,0,0,0,17930.0,18128.0,18490.0,1547.0,1251.0,1200.0,600.0,627.0,759.0
4147,80000.0,2,2,2,26,0,0,0,0,0,0,48429.0,52142.0,56060.0,4000.0,3000.0,3000.0,5000.0,5000.0,5000.0
885,50000.0,1,3,2,55,0,0,0,0,0,0,28814.0,29261.0,29878.0,2930.0,1447.0,1158.0,1041.0,1082.0,994.0
2522,50000.0,1,3,2,28,0,0,0,0,0,0,74405.0,38772.0,39438.0,1690.0,38000.0,1500.0,4000.0,2000.0,1500.0
20257,30000.0,2,3,2,58,0,0,0,0,0,0,27670.0,28717.0,28786.0,1500.0,2000.0,1500.0,1500.0,1100.0,1300.0
23353,150000.0,2,2,1,28,0,-1,-1,-1,-1,-1,430.0,840.0,430.0,850.0,850.0,430.0,840.0,430.0,860.0
7191,100000.0,2,2,2,33,0,0,0,0,0,0,70052.0,84659.0,57648.0,30010.0,10047.0,20000.0,17000.0,5000.0,10000.0
17536,190000.0,2,3,1,45,0,0,0,0,0,0,81778.0,83082.0,84811.0,3300.0,3331.0,3359.0,2663.0,2751.0,3000.0
14565,500000.0,1,1,2,30,0,0,0,0,0,0,437809.0,409337.0,406573.0,20120.0,120063.0,40000.0,12389.0,12000.0,10000.0
15398,50000.0,2,3,1,55,0,0,0,0,0,0,12423.0,41956.0,45112.0,1831.0,1189.0,3467.0,30000.0,4000.0,0.0
2839,160000.0,2,1,2,34,0,0,0,0,0,0,41255.0,31766.0,32570.0,2045.0,1809.0,1265.0,1154.0,1333.0,1313.0
28821,30000.0,2,5,2,46,0,0,2,0,0,-2,16977.0,0.0,0.0,5064.0,0.0,5047.0,0.0,0.0,0.0
20042,260000.0,2,2,1,48,0,0,0,0,0,0,57382.0,58522.0,59748.0,2664.0,2376.0,2084.0,2095.0,2169.0,2182.0
6137,320000.0,1,2,2,30,0,0,0,0,0,0,26875.0,26318.0,25880.0,1353.0,1224.0,739.0,742.0,751.0,703.0
26326,120000.0,2,2,1,42,-2,-2,-2,-2,-2,-2,137.0,324.0,471.0,338.0,488.0,137.0,324.0,471.0,0.0
29432,50000.0,1,2,2,30,-1,0,0,2,0,0,4279.0,4592.0,0.0,1300.0,2254.0,0.0,313.0,0.0,0.0
4900,210000.0,2,2,1,34,-1,-1,-1,-1,-1,-1,3498.0,3517.0,4567.0,4774.0,375.0,3498.0,3517.0,4567.0,2488.0
16582,20000.0,1,3,0,29,5,4,3,2,3,3,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,20000.0,1,2,2,23,1,2,0,0,0,0,19456.0,19323.0,19265.0,0.0,1298.0,1000.0,692.0,766.0,998.0
19799,70000.0,2,2,1,32,0,0,2,2,2,2,18674.0,21361.0,21872.0,3009.0,1500.0,0.0,3000.0,1000.0,0.0
1445,40000.0,1,1,2,24,1,2,0,0,0,3,29495.0,33011.0,32194.0,0.0,1500.0,1064.0,4000.0,0.0,0.0
23879,60000.0,1,2,2,25,0,0,0,0,0,0,17684.0,20003.0,21040.0,1267.0,1500.0,1291.0,3000.0,2000.0,390.0
14590,290000.0,1,1,2,34,-1,-1,-2,-1,-1,-1,3999.0,0.0,4483.0,0.0,0.0,5000.0,0.0,4483.0,1209.0
26973,440000.0,1,2,2,42,0,0,0,0,0,0,50727.0,50064.0,59017.0,5000.0,3000.0,5000.0,5000.0,10000.0,8000.0
7195,500000.0,1,1,1,57,-1,-1,-1,-1,-1,-1,51697.0,37511.0,1685.0,600.0,0.0,51697.0,37511.0,1685.0,414.0
11025,60000.0,2,2,1,23,2,2,0,0,0,0,27882.0,24574.0,22330.0,0.0,1478.0,2000.0,1000.0,3000.0,2000.0
23970,140000.0,1,1,2,26,0,0,-2,-2,-1,-1,4379.0,420.0,0.0,4907.0,6284.0,4392.0,420.0,0.0,245.0
14950,200000.0,2,1,2,33,-1,-1,-1,-1,-2,-2,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0
29666,20000.0,1,2,1,36,2,2,2,2,2,2,23073.0,22857.0,21143.0,2000.0,1700.0,0.0,1653.0,0.0,1940.0
15256,80000.0,2,2,2,33,-1,-1,-2,-1,0,0,1042.0,1042.0,0.0,0.0,0.0,2000.0,0.0,0.0,193.0
10503,350000.0,2,2,2,33,0,0,0,0,0,0,300004.0,306269.0,273732.0,14000.0,12000.0,10400.0,12000.0,12000.0,9000.0
13681,90000.0,1,3,1,38,2,2,2,0,0,0,30162.0,17274.0,15243.0,1400.0,0.0,2041.0,1007.0,1015.0,330.0
22596,240000.0,2,2,1,49,-2,-1,2,-1,-1,-1,3305.0,0.0,5370.0,2421.0,0.0,3305.0,0.0,5370.0,4605.0
27792,230000.0,2,1,2,25,-2,-2,-2,-2,-2,-2,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0
10014,30000.0,1,3,2,58,-1,-1,-1,0,0,0,780.0,780.0,0.0,390.0,1170.0,0.0,0.0,0.0,0.0
13636,20000.0,1,3,1,36,8,7,6,5,4,3,22583.0,21662.0,21031.0,0.0,0.0,0.0,0.0,0.0,0.0
19464,290000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,97542.0,16950.0,0.0,8741.0,24257.0,97542.0,16950.0,0.0,21830.0
331,200000.0,2,2,1,37,1,-1,2,-1,-1,-1,6773.0,23209.0,16893.0,1000.0,0.0,6900.0,24000.0,17000.0,2500.0
1425,90000.0,2,1,2,33,0,0,0,0,0,0,18026.0,18559.0,19097.0,9000.0,1500.0,1000.0,824.0,1000.0,857.0
7802,200000.0,2,1,2,42,-1,-1,-1,-1,-1,-1,3607.0,894.0,301.0,208.0,1677.0,3607.0,894.0,301.0,2457.0
5850,280000.0,2,3,1,61,0,0,0,0,0,0,152377.0,155764.0,148302.0,7000.0,6000.0,5500.0,5800.0,5200.0,6000.0
10293,90000.0,1,1,2,30,0,0,0,0,0,2,45348.0,48454.0,47524.0,2100.0,2500.0,2000.0,4000.0,0.0,2000.0
1,20000.0,2,2,1,24,2,2,-1,-1,-2,-2,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0
3606,30000.0,2,2,2,31,1,2,0,0,2,3,29685.0,31260.0,30468.0,0.0,1772.0,2600.0,2200.0,0.0,0.0
7581,360000.0,1,1,1,38,0,0,0,0,0,0,93951.0,58200.0,52585.0,4013.0,90054.0,9011.0,3007.0,2592.0,1013.0
5846,60000.0,2,2,1,59,4,4,5,4,3,2,58079.0,56892.0,55826.0,3601.0,2000.0,0.0,0.0,0.0,4000.0
17668,100000.0,2,2,2,30,2,2,2,2,0,0,100090.0,101511.0,103503.0,0.0,10000.0,0.0,4000.0,7816.0,0.0
28425,220000.0,2,1,2,31,0,0,0,0,0,0,99097.0,106391.0,97337.0,10000.0,10000.0,8000.0,10000.0,10000.0,12097.0
5478,100000.0,2,2,1,33,0,0,0,0,0,0,86643.0,88280.0,90054.0,3261.0,3307.0,2581.0,2502.0,2525.0,2600.0
8682,450000.0,1,1,1,34,0,0,0,0,0,0,451559.0,429235.0,391559.0,18500.0,20000.0,17000.0,16300.0,14108.0,16000.0
19658,50000.0,2,2,2,33,1,2,0,0,0,0,40136.0,40626.0,41970.0,24.0,2039.0,1965.0,1455.0,2000.0,1877.0
20999,200000.0,1,2,1,32,-1,-1,0,0,-1,-1,72739.0,389.0,389.0,90001.0,3935.0,3759.0,390.0,390.0,390.0
22570,180000.0,1,1,2,31,0,0,0,0,0,0,52382.0,40661.0,32385.0,3073.0,3010.0,2010.0,1200.0,1000.0,1000.0
13984,500000.0,1,3,1,49,0,0,0,0,-2,-2,-4729.0,-10505.0,-14433.0,1862.0,1074.0,4753.0,5475.0,3751.0,28598.0
3932,120000.0,2,1,2,34,0,0,0,2,2,2,112027.0,119702.0,121650.0,3931.0,9600.0,0.0,9500.0,4100.0,0.0
18991,40000.0,2,2,1,32,0,0,0,0,0,0,39764.0,39583.0,39839.0,1603.0,2000.0,2014.0,2503.0,2103.0,2221.0
9350,220000.0,2,1,2,36,-1,-1,-2,-2,-2,-2,101.0,1011.0,1411.0,125.0,15064.0,101.0,1011.0,1906.0,486.0
11523,300000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,316.0,898.0,748.0,1370.0,916.0,316.0,898.0,748.0,748.0
21165,230000.0,1,2,2,36,-1,-1,-1,-1,0,0,2458.0,2458.0,2458.0,1407.0,0.0,2458.0,0.0,0.0,0.0
4238,250000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9222,220000.0,1,1,1,42,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12713,360000.0,1,1,2,33,-1,2,0,0,2,0,9465.0,9290.0,4209.0,0.0,1000.0,3000.0,0.0,5000.0,3780.0
15961,300000.0,2,1,2,30,0,0,0,0,0,0,164371.0,161331.0,154515.0,8000.0,20219.0,7500.0,6500.0,7500.0,6000.0
11133,50000.0,2,2,1,39,1,-2,-2,-1,-1,-1,2219.0,390.0,390.0,0.0,0.0,2219.0,390.0,390.0,390.0
6525,30000.0,1,2,1,33,0,0,0,0,0,0,25807.0,26350.0,27409.0,1409.0,1500.0,942.0,959.0,1500.0,946.0
22937,360000.0,2,2,1,44,1,2,0,0,0,0,49158.0,49834.0,46034.0,0.0,1900.0,2100.0,1707.0,2000.0,2000.0
17989,50000.0,1,2,3,48,2,2,2,2,2,0,45694.0,45645.0,46457.0,1000.0,3900.0,1000.0,1000.0,1700.0,4500.0
1936,460000.0,2,2,2,35,0,0,0,0,0,0,396600.0,392879.0,398478.0,17610.0,17500.0,13810.0,14100.0,14520.0,15000.0
4773,90000.0,2,2,2,23,0,0,0,0,0,0,91343.0,90887.0,90858.0,4200.0,4100.0,3307.0,3405.0,3311.0,6204.0
26719,20000.0,1,2,2,23,0,0,0,0,0,0,11939.0,10782.0,12599.0,2000.0,1667.0,2309.0,2000.0,2000.0,2000.0
14585,20000.0,1,1,2,25,1,-1,-1,0,0,0,2582.0,3184.0,3974.0,1000.0,1769.0,1000.0,800.0,1000.0,4000.0
20013,200000.0,2,1,2,41,-1,-1,-1,-1,-1,-1,45607.0,23359.0,25713.0,9855.0,21162.0,45614.0,23359.0,25713.0,9884.0
2130,340000.0,2,1,2,26,-1,0,0,0,0,-1,155685.0,137838.0,6556.0,56270.0,59503.0,3330.0,40.0,6556.0,16390.0
17445,130000.0,2,2,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8465,470000.0,1,2,2,31,0,0,0,0,0,0,85334.0,87948.0,90479.0,3000.0,3500.0,4000.0,4000.0,4000.0,4200.0
7247,180000.0,2,1,2,25,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20032,240000.0,2,2,2,36,2,2,0,0,0,0,239438.0,203445.0,203585.0,11.0,10949.0,9419.0,7461.0,7601.0,7501.0
24159,20000.0,1,5,2,28,-1,-1,-1,-1,-1,-2,410.0,0.0,-2000.0,1180.0,0.0,410.0,1000.0,2000.0,2000.0
24886,260000.0,1,1,1,37,-2,-2,-2,-2,-2,-2,2515.0,0.0,20532.0,0.0,0.0,2715.0,0.0,20532.0,0.0
44,140000.0,2,2,1,37,0,0,0,0,0,0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0
15683,250000.0,1,2,2,28,-2,-2,-2,-2,-2,-2,9458.0,6620.0,10040.0,51762.0,186398.0,9467.0,6620.0,10040.0,8960.0
18588,180000.0,2,1,2,28,0,0,0,0,0,0,176618.0,141697.0,143738.0,8000.0,7000.0,7000.0,5010.0,5200.0,6000.0
6504,50000.0,1,2,1,36,1,-2,-2,-2,-2,-1,0.0,0.0,2949.0,0.0,0.0,0.0,0.0,2322.0,0.0
11294,120000.0,2,1,2,33,2,0,0,0,0,0,21560.0,22214.0,22845.0,1500.0,1400.0,1000.0,1000.0,1000.0,2000.0
23308,160000.0,2,1,2,30,0,0,0,0,0,0,64274.0,66198.0,68126.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
14423,300000.0,1,1,1,37,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,20000.0,1,2,2,25,0,0,2,2,4,3,22033.0,21109.0,20474.0,3400.0,0.0,3633.0,0.0,0.0,0.0
